RelativeTo	RelativePos	X	Y	Z	RelativeVel	ApoapsisHeight	PeriapsisHeight	CurrentDistance	StartTheta	StartPhi	currentTheta	currentPhi	maxDistanceAngleTheta	maxDistanceAnglePhi	minDistanceAngleTheta	minDistanceAnglePhi	period	spin	lastPos	lastPhi	periodSum
saturn	(9.33256400, -0.27579530, 0.72117250)	9.332564	-0.2757953	0.7211725	(0.0, 0.0, 0.2)	9.364443	9.353255	9.364443	-0.03357643	-0.2707801	-0.02945748	0.07701056	-0.02945748	0.07701056	-0.03357436	-0.2704459	0.02	0	0	0.07701056	62.50124
saturn	(9.33212500, -0.27568870, 0.72739180)	9.332125	-0.2756887	0.7273918	(0.0, 0.0, 0.2)	9.364482	9.353255	9.364482	-0.03357643	-0.2707801	-0.02944598	0.07767665	-0.02944598	0.07767665	-0.03357436	-0.2704459	0.02	0	0	0.07767665	62.62124
saturn	(9.33175700, -0.27559980, 0.73257450)	9.331757	-0.2755998	0.7325745	(0.0, 0.0, 0.2)	9.364516	9.353255	9.364516	-0.03357643	-0.2707801	-0.02943638	0.07823171	-0.02943638	0.07823171	-0.03357436	-0.2704459	0.02	0	0	0.07823171	62.72124
saturn	(9.33130900, -0.27549310, 0.73879330)	9.331309	-0.2754931	0.7387933	(0.0, 0.0, 0.2)	9.364557	9.353255	9.364557	-0.03357643	-0.2707801	-0.02942484	0.07889777	-0.02942484	0.07889777	-0.03357436	-0.2704459	0.02	0	0	0.07889777	62.84125
saturn	(9.33093500, -0.27540400, 0.74397540)	9.330935	-0.275404	0.7439754	(0.0, 0.0, 0.2)	9.364591	9.353255	9.364591	-0.03357643	-0.2707801	-0.02941523	0.07945281	-0.02941523	0.07945281	-0.03357436	-0.2704459	0.02	0	0	0.07945281	62.94125
saturn	(9.33048100, -0.27529700, 0.75019350)	9.330481	-0.275297	0.7501935	(0.0, 0.0, 0.2)	9.364633	9.353255	9.364633	-0.03357643	-0.2707801	-0.02940367	0.08011885	-0.02940367	0.08011885	-0.03357436	-0.2704459	0.02	0	0	0.08011885	63.06125
saturn	(9.33010000, -0.27520780, 0.75537510)	9.3301	-0.2752078	0.7553751	(0.0, 0.0, 0.2)	9.364666	9.353255	9.364666	-0.03357643	-0.2707801	-0.02939403	0.08067389	-0.02939403	0.08067389	-0.03357436	-0.2704459	0.02	0	0	0.08067389	63.16125
saturn	(9.32963800, -0.27510060, 0.76159270)	9.329638	-0.2751006	0.7615927	(0.0, 0.0, 0.2)	9.364706	9.353255	9.364706	-0.03357643	-0.2707801	-0.02938245	0.08133993	-0.02938245	0.08133993	-0.03357436	-0.2704459	0.02	0	0	0.08133993	63.28126
saturn	(9.32925100, -0.27501120, 0.76677380)	9.329251	-0.2750112	0.7667738	(0.0, 0.0, 0.2)	9.36474	9.353255	9.36474	-0.03357643	-0.2707801	-0.0293728	0.08189495	-0.0293728	0.08189495	-0.03357436	-0.2704459	0.02	0	0	0.08189495	63.38126
saturn	(9.32878100, -0.27490370, 0.77299070)	9.328781	-0.2749037	0.7729907	(0.0, 0.0, 0.2)	9.364781	9.353255	9.364781	-0.03357643	-0.2707801	-0.02936119	0.08256098	-0.02936119	0.08256098	-0.03357436	-0.2704459	0.02	0	0	0.08256098	63.50126
